Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000304240	MAG	1913019	30	102987	37.03	99.86	0.0	0.00	0.00	0.00	18	CAMYEC01	MGYG000304240	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia moorei	SAMEA111539051	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304240/genomes1/MGYG000304240.gff.gz
MGYG000304241	MAG	910120	57	18868	44.96	64.11	0.76	0.00	0.00	0.00	16	CAMYED01	MGYG000304241	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	SAMEA111539211	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304241/genomes1/MGYG000304241.gff.gz
MGYG000304242	MAG	1949581	53	83323	56.34	98.89	1.07	0.00	0.00	0.00	20	CAMYEE01	MGYG000304242	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Gleimia;s__Gleimia europaea_A	SAMEA111539119	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304242/genomes1/MGYG000304242.gff.gz
MGYG000304243	MAG	1170561	92	18658	34.15	55.92	0.0	0.00	0.00	0.00	13	CAMYEF01	MGYG000304243	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__Fastidiosipila;s__Fastidiosipila sanguinis	SAMEA111539122	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304243/genomes1/MGYG000304243.gff.gz
MGYG000304244	MAG	1904446	42	67885	56.98	99.53	0.47	0.00	0.00	0.00	20	CAMYEG01	MGYG000304244	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia turicensis	SAMEA111539055	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304244/genomes1/MGYG000304244.gff.gz
MGYG000304245	MAG	2030719	115	27588	36.8	99.03	0.09	0.00	0.00	0.00	17	CAMYEH01	MGYG000303884	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	SAMEA111539244	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303884/genomes1/MGYG000304245.gff.gz
MGYG000304246	MAG	2322148	190	17610	47.17	69.66	0.0	0.00	0.00	0.00	13	CAMYEI01	MGYG000304246	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	SAMEA111539172	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304246/genomes1/MGYG000304246.gff.gz
MGYG000304247	MAG	1249885	157	9939	35.73	75.17	0.13	0.00	0.00	0.00	10	CAMYEJ01	MGYG000304247	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_B;s__	SAMEA111539215	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304247/genomes1/MGYG000304247.gff.gz
MGYG000304248	MAG	1979530	25	93142	55.81	100	1.42	0.00	0.00	0.00	20	CAMYEK01	MGYG000303979	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus curtisii	SAMEA111539184	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303979/genomes1/MGYG000304248.gff.gz
MGYG000304249	MAG	1674180	64	50458	49.23	99.19	0.07	0.00	0.00	0.00	19	CAMYEL01	MGYG000304249	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella;s__Olegusella massiliensis	SAMEA111539226	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304249/genomes1/MGYG000304249.gff.gz
MGYG000304250	MAG	2458089	85	43331	48.01	97.84	0.36	0.00	0.00	0.00	17	CAMYEM01	MGYG000303847	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SAMEA111539098	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303847/genomes1/MGYG000304250.gff.gz
MGYG000304251	MAG	2454944	200	16732	63.42	95.72	0.99	0.00	0.00	0.00	20	CAMYEN01	MGYG000304251	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium avidum	SAMEA111539062	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304251/genomes1/MGYG000304251.gff.gz
MGYG000304252	MAG	1750102	136	18286	56.78	90.39	1.07	0.00	0.00	0.00	19	CAMYEO01	MGYG000304252	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Gleimia;s__Gleimia europaea_B	SAMEA111539278	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304252/genomes1/MGYG000304252.gff.gz
MGYG000304253	MAG	1742612	14	175399	45.99	100	0.0	0.00	0.00	0.00	17	CAMYEP01	MGYG000303976	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae	SAMEA111539063	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303976/genomes1/MGYG000304253.gff.gz
MGYG000304254	MAG	1216240	256	5063	60.15	58.61	0.96	0.00	0.00	0.00	14	CAMYEQ01	MGYG000303878	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum massiliense	SAMEA111539085	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303878/genomes1/MGYG000304254.gff.gz
MGYG000304255	MAG	1716677	150	19900	63.43	86.54	0.0	0.00	0.00	0.00	16	CAMYER01	MGYG000304255	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001807485	SAMEA111539097	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304255/genomes1/MGYG000304255.gff.gz
MGYG000304256	MAG	2420033	77	52936	64.05	97.44	0.44	0.00	0.00	0.00	20	CAMYES01	MGYG000303800	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium phoceense	SAMEA111539104	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303800/genomes1/MGYG000304256.gff.gz
MGYG000304257	MAG	2784748	39	133011	37.47	99.63	0.0	0.00	0.00	0.00	17	CAMYET01	MGYG000303734	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	SAMEA111539296	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303734/genomes1/MGYG000304257.gff.gz
MGYG000304258	MAG	1660767	233	8745	30.47	86.23	0.57	0.00	0.00	0.00	3	CAMYEU01	MGYG000304258	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__	SAMEA111539207	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304258/genomes1/MGYG000304258.gff.gz
MGYG000304259	MAG	2511286	186	19898	33.67	96.45	0.4	0.00	0.00	0.00	11	CAMYEV01	MGYG000304259	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lugdunensis	SAMEA111539295	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304259/genomes1/MGYG000304259.gff.gz
MGYG000304260	MAG	2336066	184	17666	43.96	95.63	0.8	0.00	0.00	0.00	15	CAMYEW01	MGYG000303889	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp001553265	SAMEA111539187	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303889/genomes1/MGYG000304260.gff.gz
MGYG000304261	MAG	1395225	10	206829	42.68	100	0.0	0.00	0.00	0.00	20	CAMYEX01	MGYG000304068	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae	SAMEA111539310	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304068/genomes1/MGYG000304261.gff.gz
MGYG000304262	MAG	1434607	139	14819	44.48	92.43	1.42	0.00	0.00	0.00	16	CAMYEY01	MGYG000304262	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA5436;s__	SAMEA111539274	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304262/genomes1/MGYG000304262.gff.gz
MGYG000304263	MAG	2026390	174	15335	52.72	98.09	0.0	0.00	0.00	0.00	19	CAMYEZ01	MGYG000303795	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis_A	SAMEA111539317	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303795/genomes1/MGYG000304263.gff.gz
MGYG000304264	MAG	1729281	231	9380	56.63	85.46	0.31	0.00	0.00	0.00	17	CAMYFA01	MGYG000304264	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A sp001808555	SAMEA111539280	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304264/genomes1/MGYG000304264.gff.gz
MGYG000304265	MAG	2096827	98	35925	61.86	96.2	0.29	0.00	0.00	0.00	18	CAMYFB01	MGYG000304265	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Gulosibacter;s__Gulosibacter sp943914115	SAMEA111539282	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304265/genomes1/MGYG000304265.gff.gz
MGYG000304266	MAG	2468824	140	27792	41.92	94.91	0.27	0.00	0.00	0.00	18	CAMYFC01	MGYG000303947	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A	SAMEA111539154	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303947/genomes1/MGYG000304266.gff.gz
MGYG000304267	MAG	1225406	210	6718	40.56	59.28	0.12	0.00	0.00	0.00	7	CAMYFD01	MGYG000304267	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp019448285	SAMEA111539314	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304267/genomes1/MGYG000304267.gff.gz
MGYG000304268	MAG	2735876	74	65552	32.58	98.42	0.64	0.00	0.00	0.00	10	CAMYFE01	MGYG000304268	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	SAMEA111539169	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304268/genomes1/MGYG000304268.gff.gz
MGYG000304269	MAG	995776	201	5319	41.0	61.83	0.17	0.00	0.00	0.00	8	CAMYFG01	MGYG000304269	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp900542465	SAMEA111539293	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304269/genomes1/MGYG000304269.gff.gz
MGYG000304270	MAG	1855518	138	22123	53.35	94.1	0.19	0.00	0.00	0.00	19	CAMYFH01	MGYG000303795	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis_A	SAMEA111539038	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303795/genomes1/MGYG000304270.gff.gz
MGYG000304271	MAG	2702306	136	39020	64.04	97.73	1.44	0.00	0.00	0.00	20	CAMYFI01	MGYG000303844	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__	SAMEA111539277	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303844/genomes1/MGYG000304271.gff.gz
MGYG000304272	MAG	1744106	8	942580	34.8	99.22	0.0	0.00	0.00	0.00	15	CAMYFJ01	MGYG000304272	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	SAMEA111539285	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304272/genomes1/MGYG000304272.gff.gz
MGYG000304273	MAG	704633	109	8622	51.82	59.97	1.08	0.00	0.00	0.00	11	CAMYFK01	MGYG000303766	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__	SAMEA111539037	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303766/genomes1/MGYG000304273.gff.gz
MGYG000304274	MAG	1678215	192	10621	61.09	81.45	0.7	0.00	0.00	0.00	16	CAMYFL01	MGYG000304274	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	SAMEA111539308	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304274/genomes1/MGYG000304274.gff.gz
MGYG000304275	MAG	1372577	218	7317	38.94	78.0	1.13	0.00	0.00	0.00	15	CAMYFM01	MGYG000304275	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__S5-A14a;s__S5-A14a sp000758905	SAMEA111539030	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304275/genomes1/MGYG000304275.gff.gz
MGYG000304276	MAG	1477308	247	6440	62.63	76.41	0.48	0.00	0.00	0.00	12	CAMYFN01	MGYG000303812	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium ravenspurgense	SAMEA111539151	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303812/genomes1/MGYG000304276.gff.gz
MGYG000304277	MAG	4639974	283	24418	43.59	96.15	0.37	0.00	0.00	0.00	19	CAMYFO01	MGYG000304277	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	SAMEA111539313	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304277/genomes1/MGYG000304277.gff.gz
MGYG000304278	MAG	1510311	28	141530	34.84	98.55	1.94	0.00	0.00	0.00	19	CAMYFP01	MGYG000304278	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	SAMEA111539029	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304278/genomes1/MGYG000304278.gff.gz
MGYG000304279	MAG	1690651	50	88344	38.8	96.84	0.32	0.00	0.00	0.00	19	CAMYFQ01	MGYG000304222	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355	SAMEA111539031	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304222/genomes1/MGYG000304279.gff.gz
MGYG000304280	MAG	2463088	40	132976	58.63	99.4	0.0	0.00	0.00	0.00	20	CAMYFR01	MGYG000304280	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium amycolatum	SAMEA111539288	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304280/genomes1/MGYG000304280.gff.gz
MGYG000304281	MAG	3885979	133	46972	38.82	100	0.0	0.00	0.00	0.00	17	CAMYFS01	MGYG000304281	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus mirabilis	SAMEA111539168	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304281/genomes1/MGYG000304281.gff.gz
MGYG000304282	MAG	620046	10	78520	28.38	98.08	0.38	0.00	0.00	0.00	20	CAMYFU01	MGYG000303860	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Malacoplasma_A;s__Malacoplasma_A girerdii	SAMEA111539161	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303860/genomes1/MGYG000304282.gff.gz
MGYG000304283	MAG	940861	161	6797	43.12	69.12	0.0	0.00	0.00	0.00	13	CAMYFV01	MGYG000304035	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__	SAMEA111539158	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304035/genomes1/MGYG000304283.gff.gz
MGYG000304284	MAG	1519853	215	8209	53.69	86.25	0.14	0.00	0.00	0.00	16	CAMYFW01	MGYG000304284	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense	SAMEA111539058	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304284/genomes1/MGYG000304284.gff.gz
MGYG000304285	MAG	1298542	41	51068	43.2	95.45	0.0	0.00	0.00	0.00	19	CAMYFX01	MGYG000304285	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_B	SAMEA111539163	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304285/genomes1/MGYG000304285.gff.gz
MGYG000304286	MAG	2082955	34	132870	56.06	99.12	0.0	0.00	0.00	0.00	20	CAMYFY01	MGYG000304286	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionimicrobium;s__Propionimicrobium lymphophilum	SAMEA111539147	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304286/genomes1/MGYG000304286.gff.gz
MGYG000304287	MAG	1894012	144	21702	53.63	93.62	3.76	0.00	0.00	0.00	18	CAMYFZ01	MGYG000304287	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__	SAMEA111539028	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304287/genomes1/MGYG000304287.gff.gz
MGYG000304288	MAG	880932	212	4321	39.44	55.44	0.0	0.00	0.00	0.00	7	CAMYGA01	MGYG000303995	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus christensenii	SAMEA111539165	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303995/genomes1/MGYG000304288.gff.gz
MGYG000304289	MAG	1594989	307	5604	58.14	71.55	0.11	0.00	0.00	0.00	6	CAMYGB01	MGYG000304289	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium sp943914815	SAMEA111539149	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304289/genomes1/MGYG000304289.gff.gz
MGYG000304290	MAG	2307013	102	37756	61.83	95.98	0.72	0.00	0.00	0.00	15	CAMYGE01	MGYG000304290	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium coyleae	SAMEA111539137	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304290/genomes1/MGYG000304290.gff.gz
MGYG000304291	MAG	1072241	164	7615	48.99	79.23	0.3	0.00	0.00	0.00	9	CAMYOR01	MGYG000304291	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	SAMEA111539020	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304291/genomes1/MGYG000304291.gff.gz
MGYG000304292	MAG	1583822	38	105017	37.88	97.81	0.45	0.00	0.00	0.00	20	CAMYOS01	MGYG000304292	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A	SAMEA111539290	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304292/genomes1/MGYG000304292.gff.gz
MGYG000304293	MAG	1497275	32	70221	49.62	96.95	0.0	0.00	0.00	0.00	18	CAMYOT01	MGYG000304293	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Levyella;s__Levyella massiliensis	SAMEA111539056	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304293/genomes1/MGYG000304293.gff.gz
MGYG000304294	MAG	1320944	41	59668	51.61	97.73	0.0	0.00	0.00	0.00	12	CAMYOU01	MGYG000304294	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__W5053;s__	SAMEA111539141	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304294/genomes1/MGYG000304294.gff.gz
MGYG000304295	MAG	2158993	36	103832	62.82	98.62	0.0	0.00	0.00	0.00	20	CAMYOV01	MGYG000304295	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	SAMEA111539298	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304295/genomes1/MGYG000304295.gff.gz
